	organism	tem_range
8522	Corallococcus macrosporus Reichenbach 2007	mesophilic
8523	Corallococcus macrosporus Reichenbach 2007	mesophilic
8524	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8525	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8526	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8527	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8528	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8529	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8530	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8531	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8532	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8533	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8534	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8535	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8536	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8537	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8538	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8539	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8540	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8541	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8542	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8543	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8544	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8545	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8546	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8547	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8548	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8549	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8550	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8551	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8552	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8553	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8554	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8555	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8556	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8557	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8558	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8559	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8560	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8561	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8562	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8563	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8564	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8565	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8566	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8567	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8568	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8569	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8570	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8571	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8572	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8573	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8574	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8575	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8576	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8577	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8578	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8579	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8580	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8581	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8582	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8583	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8584	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8585	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8586	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8587	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8588	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8589	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8590	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8591	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8592	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8593	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8594	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8595	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8596	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8597	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8598	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8599	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8600	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8601	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8602	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8603	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8604	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8605	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8606	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8607	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8608	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8609	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8610	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8611	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8612	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8613	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8614	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8615	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8616	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8617	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8618	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8619	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8620	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8621	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8622	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8623	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8624	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8625	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8626	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8627	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8628	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8629	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8630	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8631	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8632	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8633	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8634	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8635	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8636	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8637	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8638	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8639	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8640	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8641	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8642	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8643	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8644	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8645	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8646	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8647	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8648	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8649	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8650	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8651	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8652	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8653	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8654	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8655	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8656	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8657	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8658	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8659	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8660	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8661	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8662	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8663	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8664	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8665	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8666	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8667	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8668	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8669	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8670	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8671	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8672	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8673	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8674	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8675	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8676	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8677	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8678	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8679	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8680	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8681	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8682	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8683	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8684	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8685	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8686	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8687	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8688	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8689	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8690	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8691	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8692	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8693	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8694	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8695	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8696	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8697	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8698	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8699	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8700	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8701	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8702	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8703	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8704	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8705	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8706	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8707	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8708	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8709	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8710	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8711	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8712	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8713	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8714	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8715	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8716	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8717	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8718	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8719	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8720	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8721	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8722	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8723	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8724	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8725	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8726	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8727	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8728	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8729	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8730	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8731	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8732	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8733	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8734	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8735	Myxococcus fulvus (Cohn 1875) Jahn 1911	mesophilic
8736	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8737	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8738	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8739	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8740	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8741	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8742	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8743	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8744	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8745	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8746	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8747	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8748	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8749	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8750	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8751	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8752	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8753	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8754	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8755	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8756	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8757	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8758	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8759	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8760	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8761	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8762	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8763	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8764	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8765	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8766	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8767	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8768	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8769	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8770	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8771	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8772	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8773	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8774	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8775	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8776	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8777	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8778	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8779	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8780	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8781	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8782	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8783	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8784	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8785	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8786	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8787	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8788	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8789	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8790	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8791	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8792	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8793	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8794	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8795	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8796	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8797	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8798	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8799	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8800	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8801	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8802	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8803	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8804	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8805	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8806	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8807	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8808	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8809	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8810	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8811	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8812	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8813	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8814	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8815	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8816	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8817	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8818	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8819	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8820	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8821	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8822	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8823	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8824	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8825	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8826	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8827	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8828	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8829	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
8830	Myxococcus virescens Thaxter 1892 emend. Lang et al. 2008	mesophilic
